,full_test_accs,full_test_null_accs,full_train_accs,full_train_null_accs,test_true_c0_pred_c0,test_true_c0_pred_c1,test_true_c0_pred_c2,test_true_c1_pred_c0,test_true_c1_pred_c1,test_true_c1_pred_c2,test_true_c2_pred_c0,test_true_c2_pred_c1,test_true_c2_pred_c2,train_true_c0_pred_c0,train_true_c0_pred_c1,train_true_c0_pred_c2,train_true_c1_pred_c0,train_true_c1_pred_c1,train_true_c1_pred_c2,train_true_c2_pred_c0,train_true_c2_pred_c1,train_true_c2_pred_c2
iter76_cv_split1,0.7078651685393258,0.6966292134831461,0.9455587392550143,0.6991404011461319,0,4,0,0,58,4,0,18,5,13,1,0,0,243,1,0,17,74
iter76_cv_split2,0.6590909090909091,0.6931818181818182,0.9457142857142857,0.7,0,4,0,0,54,7,0,19,4,13,1,0,0,244,1,0,17,74
iter76_cv_split3,0.7954545454545454,0.6931818181818182,0.9571428571428572,0.7,0,4,0,0,60,1,0,13,10,13,1,0,0,244,1,0,13,78
iter76_cv_split4,0.735632183908046,0.7011494252873564,0.9515669515669516,0.698005698005698,0,2,1,0,60,1,0,19,4,14,1,0,0,244,1,0,15,76
iter76_cv_split5,0.7558139534883721,0.7093023255813954,0.9460227272727273,0.6960227272727273,0,2,1,0,59,2,0,16,6,15,0,0,0,241,4,0,15,77
iter77_cv_split1,0.7303370786516854,0.6966292134831461,0.9398280802292264,0.6991404011461319,0,4,0,0,60,2,0,18,5,13,1,0,0,241,3,0,17,74
iter77_cv_split2,0.7272727272727273,0.6931818181818182,0.9428571428571428,0.7,0,4,0,0,58,3,0,17,6,13,1,0,0,242,3,0,16,75
iter77_cv_split3,0.6818181818181818,0.6931818181818182,0.9485714285714286,0.7,0,4,0,0,54,7,0,17,6,14,0,0,0,244,1,0,17,74
iter77_cv_split4,0.7471264367816092,0.7011494252873564,0.9487179487179487,0.698005698005698,0,3,0,0,58,3,0,16,7,14,1,0,0,244,1,0,16,75
iter77_cv_split5,0.7093023255813954,0.7093023255813954,0.9488636363636364,0.6960227272727273,0,2,1,0,58,3,0,19,3,14,1,0,0,244,1,0,16,76
iter78_cv_split1,0.7191011235955056,0.6966292134831461,0.9455587392550143,0.6991404011461319,0,3,1,0,60,2,0,19,4,13,1,0,0,243,1,0,17,74
iter78_cv_split2,0.7045454545454546,0.6931818181818182,0.9428571428571428,0.7,0,3,1,0,55,6,0,16,7,13,1,0,0,242,3,0,16,75
iter78_cv_split3,0.7272727272727273,0.6931818181818182,0.96,0.7,0,4,0,0,59,2,0,18,5,13,1,0,0,244,1,0,12,79
iter78_cv_split4,0.6896551724137931,0.7011494252873564,0.9601139601139601,0.698005698005698,0,2,1,0,53,8,0,16,7,15,0,0,0,244,1,0,13,78
iter78_cv_split5,0.7558139534883721,0.7093023255813954,0.9488636363636364,0.6960227272727273,0,3,0,0,59,2,0,16,6,14,1,0,0,243,2,0,15,77
iter79_cv_split1,0.7528089887640449,0.6966292134831461,0.9512893982808023,0.6991404011461319,0,3,1,0,60,2,0,16,7,13,1,0,0,241,3,0,13,78
iter79_cv_split2,0.75,0.6931818181818182,0.9514285714285714,0.7,0,4,0,0,60,1,0,17,6,13,1,0,0,242,3,0,13,78
iter79_cv_split3,0.7272727272727273,0.6931818181818182,0.9457142857142857,0.7,0,3,1,0,58,3,0,17,6,13,1,0,0,244,1,0,17,74
