,full_test_accs,full_test_null_accs,full_train_accs,full_train_null_accs,test_true_c0_pred_c0,test_true_c0_pred_c1,test_true_c0_pred_c2,test_true_c1_pred_c0,test_true_c1_pred_c1,test_true_c1_pred_c2,test_true_c2_pred_c0,test_true_c2_pred_c1,test_true_c2_pred_c2,train_true_c0_pred_c0,train_true_c0_pred_c1,train_true_c0_pred_c2,train_true_c1_pred_c0,train_true_c1_pred_c1,train_true_c1_pred_c2,train_true_c2_pred_c0,train_true_c2_pred_c1,train_true_c2_pred_c2
iter51_cv_split5,0.6904761904761905,0.6369047619047619,0.9137426900584795,0.6374269005847953,16,19,0,3,99,5,2,23,1,143,0,0,16,414,6,5,32,68
iter52_cv_split1,0.6549707602339181,0.6374269005847953,0.8898678414096917,0.6372980910425844,13,22,0,3,95,11,3,20,4,130,13,0,15,416,3,5,39,60
iter52_cv_split2,0.6491228070175439,0.6374269005847953,0.8942731277533039,0.6372980910425844,6,30,0,5,97,7,1,17,8,131,11,0,7,416,11,5,38,62
iter52_cv_split3,0.5964912280701754,0.6374269005847953,0.9045521292217328,0.6372980910425844,16,20,0,22,76,11,4,12,10,130,12,0,9,421,4,5,35,65
iter52_cv_split4,0.6432748538011696,0.6374269005847953,0.9001468428781204,0.6372980910425844,13,23,0,4,92,13,4,17,5,142,0,0,20,406,8,5,35,65
iter52_cv_split5,0.5714285714285714,0.6369047619047619,0.9152046783625731,0.6374269005847953,5,22,8,10,86,11,2,19,5,137,6,0,5,424,7,6,34,65
iter53_cv_split1,0.7076023391812866,0.6374269005847953,0.922173274596182,0.6372980910425844,22,7,6,13,90,6,1,17,9,143,0,0,8,421,5,6,34,64
iter53_cv_split2,0.5672514619883041,0.6374269005847953,0.8986784140969163,0.6372980910425844,8,22,6,6,83,20,1,19,6,128,14,0,9,422,3,6,37,62
iter53_cv_split3,0.6140350877192983,0.6374269005847953,0.9251101321585903,0.6372980910425844,5,31,0,10,93,6,3,16,7,142,0,0,8,422,4,3,36,66
iter53_cv_split4,0.7076023391812866,0.6374269005847953,0.8913362701908958,0.6372980910425844,12,17,7,2,104,3,5,16,5,130,12,0,13,417,4,3,42,60
iter53_cv_split5,0.6369047619047619,0.6369047619047619,0.9078947368421053,0.6374269005847953,11,24,0,12,89,6,0,19,7,140,3,0,9,422,5,5,41,59
iter54_cv_split1,0.631578947368421,0.6374269005847953,0.9016152716593245,0.6372980910425844,22,13,0,6,80,23,0,21,6,137,6,0,11,422,1,13,36,55
iter54_cv_split2,0.5789473684210527,0.6374269005847953,0.9060205580029369,0.6372980910425844,2,25,9,6,92,11,1,20,5,137,5,0,11,420,3,4,41,60
iter54_cv_split3,0.5730994152046783,0.6374269005847953,0.9118942731277533,0.6372980910425844,8,28,0,3,88,18,4,20,2,134,8,0,5,424,5,6,36,63
iter54_cv_split4,0.6257309941520468,0.6374269005847953,0.9074889867841409,0.6372980910425844,6,19,11,9,92,8,4,13,9,142,0,0,13,414,7,4,39,62
iter54_cv_split5,0.6428571428571429,0.6369047619047619,0.9093567251461988,0.6374269005847953,10,25,0,7,95,5,1,22,3,133,10,0,6,424,6,3,37,65
iter55_cv_split1,0.5964912280701754,0.6374269005847953,0.9001468428781204,0.6372980910425844,5,12,18,9,94,6,1,23,3,136,7,0,16,411,7,8,30,66
iter55_cv_split2,0.6257309941520468,0.6374269005847953,0.895741556534508,0.6372980910425844,6,30,0,8,96,5,2,19,5,128,14,0,7,419,8,6,36,63
iter55_cv_split3,0.7017543859649122,0.6374269005847953,0.9192364170337739,0.6372980910425844,26,10,0,3,87,19,0,19,7,137,5,0,4,426,4,4,38,63
iter55_cv_split4,0.6023391812865497,0.6374269005847953,0.9060205580029369,0.6372980910425844,10,26,0,7,90,12,3,20,3,135,7,0,10,416,8,3,36,66
iter55_cv_split5,0.7321428571428571,0.6369047619047619,0.8888888888888888,0.6374269005847953,20,15,0,4,97,6,2,18,6,130,13,0,8,421,7,5,43,57
iter56_cv_split1,0.672514619883041,0.6374269005847953,0.9118942731277533,0.6372980910425844,14,0,21,5,93,11,2,17,8,143,0,0,12,417,5,6,37,61
iter56_cv_split2,0.672514619883041,0.6374269005847953,0.8898678414096917,0.6372980910425844,12,17,7,3,101,5,2,22,2,123,19,0,7,420,7,3,39,63
iter56_cv_split3,0.5380116959064327,0.6374269005847953,0.9016152716593245,0.6372980910425844,0,36,0,10,88,11,0,22,4,137,5,0,11,417,6,4,41,60
iter56_cv_split4,0.6023391812865497,0.6374269005847953,0.9148311306901615,0.6372980910425844,8,22,6,12,87,10,2,16,8,137,5,0,7,423,4,7,35,63
iter56_cv_split5,0.5357142857142857,0.6369047619047619,0.9035087719298246,0.6374269005847953,17,8,10,14,70,23,2,21,3,127,16,0,8,422,6,6,30,69
iter57_cv_split1,0.5497076023391813,0.6374269005847953,0.908957415565345,0.6372980910425844,0,18,17,5,88,16,6,15,6,136,7,0,6,422,6,2,41,61
iter57_cv_split2,0.5672514619883041,0.6374269005847953,0.8913362701908958,0.6372980910425844,0,28,8,4,92,13,2,19,5,131,11,0,17,413,4,5,37,63
iter57_cv_split3,0.672514619883041,0.6374269005847953,0.895741556534508,0.6372980910425844,24,7,5,7,86,16,2,19,5,135,7,0,9,417,8,7,40,58
iter57_cv_split4,0.5380116959064327,0.6374269005847953,0.9074889867841409,0.6372980910425844,0,15,21,15,89,5,1,22,3,136,6,0,6,422,6,8,37,60
iter57_cv_split5,0.7142857142857143,0.6369047619047619,0.8947368421052632,0.6374269005847953,20,7,8,4,94,9,1,19,6,132,11,0,9,419,8,8,36,61
iter58_cv_split1,0.5263157894736842,0.6374269005847953,0.9074889867841409,0.6372980910425844,5,30,0,12,78,19,3,17,7,132,11,0,6,420,8,4,34,66
iter58_cv_split2,0.6081871345029239,0.6374269005847953,0.908957415565345,0.6372980910425844,7,29,0,3,93,13,4,18,4,138,4,0,4,421,9,5,40,60
iter58_cv_split3,0.5789473684210527,0.6374269005847953,0.8869309838472834,0.6372980910425844,13,23,0,1,81,27,2,19,5,127,15,0,13,413,8,10,31,64
iter58_cv_split4,0.6491228070175439,0.6374269005847953,0.8942731277533039,0.6372980910425844,5,31,0,3,100,6,1,19,6,132,10,0,14,414,6,3,39,63
iter58_cv_split5,0.5892857142857143,0.6369047619047619,0.8947368421052632,0.6374269005847953,4,22,9,14,88,5,0,19,7,134,9,0,10,422,4,4,45,56
iter59_cv_split1,0.6491228070175439,0.6374269005847953,0.8883994126284875,0.6372980910425844,10,19,6,5,96,8,3,19,5,129,14,0,15,413,6,5,36,63
iter59_cv_split2,0.7251461988304093,0.6374269005847953,0.9001468428781204,0.6372980910425844,26,5,5,8,91,10,2,17,7,133,9,0,13,416,5,7,34,64
iter59_cv_split3,0.6140350877192983,0.6374269005847953,0.8928046989720999,0.6372980910425844,0,36,0,8,98,3,0,19,7,127,15,0,5,420,9,6,38,61
iter59_cv_split4,0.6023391812865497,0.6374269005847953,0.9118942731277533,0.6372980910425844,6,30,0,0,94,15,2,21,3,140,2,0,13,416,5,4,36,65
