,full_test_accs,full_test_null_accs,full_train_accs,full_train_null_accs,test_true_c0_pred_c0,test_true_c0_pred_c1,test_true_c0_pred_c2,test_true_c1_pred_c0,test_true_c1_pred_c1,test_true_c1_pred_c2,test_true_c2_pred_c0,test_true_c2_pred_c1,test_true_c2_pred_c2,train_true_c0_pred_c0,train_true_c0_pred_c1,train_true_c0_pred_c2,train_true_c1_pred_c0,train_true_c1_pred_c1,train_true_c1_pred_c2,train_true_c2_pred_c0,train_true_c2_pred_c1,train_true_c2_pred_c2
iter64_cv_split3,0.6010928961748634,0.644808743169399,0.9972789115646259,0.6476190476190476,0,29,13,0,104,14,0,17,6,168,0,0,0,476,0,0,2,89
iter64_cv_split4,0.5901639344262295,0.6502732240437158,0.9972789115646259,0.6462585034013606,0,23,18,0,98,21,0,13,10,169,0,0,0,475,0,0,2,89
iter64_cv_split5,0.6120218579234973,0.6502732240437158,0.998639455782313,0.6462585034013606,0,42,0,3,107,9,0,17,5,168,0,0,0,475,0,0,1,91
iter65_cv_split1,0.6236559139784946,0.6451612903225806,0.9986338797814208,0.6475409836065574,0,43,0,0,111,9,0,18,5,167,0,0,0,474,0,0,1,90
iter65_cv_split2,0.5956284153005464,0.644808743169399,0.998639455782313,0.6476190476190476,0,42,0,1,99,18,0,13,10,168,0,0,0,476,0,0,1,90
iter65_cv_split3,0.5519125683060109,0.644808743169399,0.9972789115646259,0.6476190476190476,0,36,6,2,93,23,0,15,8,168,0,0,0,476,0,0,2,89
iter65_cv_split4,0.5628415300546448,0.6502732240437158,0.9972789115646259,0.6462585034013606,0,41,0,0,98,21,0,18,5,169,0,0,0,475,0,0,2,89
iter65_cv_split5,0.5792349726775956,0.6502732240437158,0.9972789115646259,0.6462585034013606,0,42,0,0,100,19,0,16,6,168,0,0,0,475,0,0,2,90
iter66_cv_split1,0.6612903225806451,0.6451612903225806,0.9986338797814208,0.6475409836065574,0,34,9,0,115,5,0,15,8,167,0,0,0,474,0,0,1,90
iter66_cv_split2,0.5573770491803278,0.644808743169399,0.9972789115646259,0.6476190476190476,0,42,0,0,93,25,0,14,9,168,0,0,0,476,0,0,2,89
iter66_cv_split3,0.5573770491803278,0.644808743169399,0.9972789115646259,0.6476190476190476,0,31,11,0,95,23,0,16,7,168,0,0,0,476,0,0,2,89
iter66_cv_split4,0.6065573770491803,0.6502732240437158,0.9972789115646259,0.6462585034013606,0,41,0,0,105,14,0,17,6,169,0,0,0,475,0,0,2,89
iter66_cv_split5,0.5737704918032787,0.6502732240437158,0.998639455782313,0.6462585034013606,0,30,12,0,100,19,0,17,5,168,0,0,0,475,0,0,1,91
iter67_cv_split1,0.5806451612903226,0.6451612903225806,0.9972677595628415,0.6475409836065574,0,30,13,0,100,20,0,15,8,167,0,0,0,474,0,0,2,89
iter67_cv_split2,0.5846994535519126,0.644808743169399,0.9972789115646259,0.6476190476190476,0,42,0,0,103,15,1,18,4,168,0,0,0,476,0,0,2,89
iter67_cv_split3,0.639344262295082,0.644808743169399,0.9972789115646259,0.6476190476190476,0,42,0,3,107,8,0,13,10,168,0,0,0,476,0,0,2,89
iter67_cv_split4,0.4918032786885246,0.6502732240437158,0.998639455782313,0.6462585034013606,0,41,0,0,84,35,0,17,6,169,0,0,0,475,0,0,1,90
iter67_cv_split5,0.6229508196721312,0.6502732240437158,1.0,0.6462585034013606,0,42,0,0,109,10,0,17,5,168,0,0,0,475,0,0,0,92
iter68_cv_split1,0.6451612903225806,0.6451612903225806,0.9972677595628415,0.6475409836065574,0,32,11,0,115,5,0,18,5,167,0,0,0,474,0,0,2,89
iter68_cv_split2,0.6065573770491803,0.644808743169399,0.998639455782313,0.6476190476190476,0,21,21,0,104,14,0,16,7,168,0,0,0,476,0,0,1,90
iter68_cv_split3,0.5792349726775956,0.644808743169399,0.998639455782313,0.6476190476190476,0,42,0,2,99,17,0,16,7,168,0,0,0,476,0,0,1,90
iter68_cv_split4,0.6284153005464481,0.6502732240437158,0.9972789115646259,0.6462585034013606,0,41,0,0,108,11,0,16,7,169,0,0,0,475,0,0,2,89
iter68_cv_split5,0.5901639344262295,0.6502732240437158,0.9972789115646259,0.6462585034013606,0,25,17,2,98,19,0,12,10,168,0,0,0,475,0,0,2,90
